,filename,CENTRAL INDEX KEY:,symbol,year,close_adjusted
0,595137100-10-K-19991227.txt,310568,310568,2000,1.9381198412698408
1,025533407-10-K-19990331.txt,742126,742126,2000,1.9362384920634927
2,91529Y106-10-K-19990331.txt,5513,5513,2000,15.886488492063489
3,001055102-10-K-19990326.txt,4977,4977,2000,19.133532142857145
4,000360206-10-K-19990325.txt,824142,824142,2000,1.6085880952380955
5,384109104-10-K-19990325.txt,42888,42888,2000,2.300336507936506
6,776696106-10-K-19990120.txt,882835,882835,2000,14.270473809523814
7,125906107-10-K-19990325.txt,20629,20629,2000,9.405703174603168
8,87538X105-10-K-19990329.txt,909724,909724,2000,0.8592011904761918
9,929328102-10-K-19990331.txt,828944,828944,2000,3.2188269841269848
10,527288104-10-K-19990318.txt,96223,96223,2000,6.936136507936508
11,00724F101-10-K-19990217.txt,796343,796343,2000,29.325513095238094
12,35952H106-10-K-19990201.txt,886128,886128,2000,264.8360714285713
13,88579Y101-10-K-19990212.txt,66740,66740,2000,30.24317777777777
14,354613101-10-K-19991221.txt,38777,38777,2000,8.776184126984132
15,817565104-10-K-19990331.txt,89089,89089,2000,2.5971857142857124
16,002444107-10-K-19990614.txt,859163,859163,2000,22.040822222222207
17,150837409-10-K-19991229.txt,725363,725363,2000,885.1696428571429
18,150837409-10-K-19990115.txt,725363,725363,2000,885.1696428571429
19,731572103-10-K-19990625.txt,1037038,1037038,2000,15.443623809523823
20,26817Q506-10-K-19990331.txt,826675,826675,2000,0.9485293650793652
21,83545G102-10-K-19990331.txt,1043509,1043509,2000,7.728849603174607
22,780287108-10-K-19990928.txt,85535,85535,2000,2.6825388888888906
23,172862104-10-K-19990331.txt,716634,716634,2000,2.831071428571428
24,636180101-10-K-19991221.txt,70145,70145,2000,14.159603174603165
25,749227104-10-K-19990325.txt,1045425,1045425,2000,18.604247619047626
26,718592108-10-K-19990428.txt,78239,78239,2000,8.558686111111108
27,854305208-10-K-19990205.txt,797465,797465,2000,5.328590079365078
28,03748R101-10-K-19990331.txt,922864,922864,2000,13.104896825396821
29,311642102-10-K-19990402.txt,917491,917491,2000,3.594309523809521
30,00508X203-10-K-19991206.txt,6955,6955,2000,4.655803571428568
31,667655104-10-K-19990329.txt,73020,73020,2000,10.937136507936511
32,919794107-10-K-19990304.txt,714310,714310,2000,3.4036829365079377
33,115660201-10-K-19990319.txt,14803,14803,2000,6.361404761904776
34,925811101-10-K-19991229.txt,310056,310056,2000,3.121353968253968
35,243537107-10-K-19990331.txt,910521,910521,2000,1.3373182539682549
36,580037109-10-K-19990610.txt,708819,708819,2000,1.6276369047619057
37,313747206-10-K-19990319.txt,34903,34903,2000,9.593145238095232
38,91359E105-10-K-19990330.txt,798783,798783,2000,4.8691186507936495
39,76028H100-10-K-19990322.txt,897075,897075,2000,19.262666666666675
40,630077105-10-K-19990331.txt,704532,704532,2000,33.16543650793653
41,371901109-10-K-19990325.txt,355811,355811,2000,4.909232936507942
42,267475101-10-K-19991007.txt,67215,67215,2000,44.21324087301582
43,452525306-10-K-19990331.txt,811641,811641,2000,3.36960714285714
44,004816104-10-K-19990331.txt,2098,2098,2000,2.103732142857143
45,878409101-10-K-19991229.txt,96699,96699,2000,2.919859920634924
46,413160102-10-K-19990317.txt,851310,851310,2000,51.6377579365079
47,90328M107-10-K-19990331.txt,896264,896264,2000,0.9647718253968256
48,369730106-10-K-19991117.txt,40570,40570,2000,30.58529603174603
49,828730200-10-K-19990325.txt,90498,90498,2000,6.9050464285714295
50,405024100-10-K-19990621.txt,313143,313143,2000,11.899285714285721
51,36227K106-10-K-19990330.txt,944480,944480,2000,4.0645873015873
52,345370860-10-K-19990317.txt,37996,37996,2000,20.940942460317462
53,713448108-10-K-19990324.txt,77476,77476,2000,27.191772619047608
54,318522307-10-K-19990322.txt,36047,36047,2000,4.483909523809519
55,831865100-10-K-19990324.txt,91142,91142,2000,2.1574611111111106
56,577933104-10-K-19991223.txt,1032220,1032220,2000,6.0874908730158745
57,98974P100-10-K-19990330.txt,855612,855612,2000,36.55661309523809
58,151020104-10-K-19990331.txt,816284,816284,2000,6.09628928571429
59,615369105-10-K-19990216.txt,1059556,1059556,2000,7.829280952380952
60,127097103-10-K-19990325.txt,858470,858470,2000,1.5155904761904757
61,904677101-10-K-19990921.txt,100726,100726,2000,31.521428571428533
62,029899101-10-K-19990330.txt,1056903,1056903,2000,6.062413888888887
63,866674104-10-K-19990317.txt,912593,912593,2000,8.594868650793645
64,132011107-10-K-19990322.txt,820081,820081,2000,17.807388888888898
65,118230101-10-K-19990322.txt,805022,805022,2000,8.24030198412699
66,78486Q101-10-K-19990319.txt,719739,719739,2000,39.445277777777754
67,761152107-10-K-19990915.txt,943819,943819,2000,6.912478968253969
68,144285103-10-K-19990924.txt,17843,17843,2000,9.167986904761898
69,320209109-10-K-19990330.txt,708955,708955,2000,8.027563492063493
70,349882100-10-K-19990402.txt,883569,883569,2000,8.047865873015867
71,500600101-10-K-19990330.txt,771266,771266,2000,28.37843253968253
72,267888105-10-K-19990331.txt,34067,34067,2000,0.636520238095238
73,759930100-10-K-19990331.txt,920052,920052,2000,4.031817857142858
74,82966U103-10-K-19990331.txt,908937,908937,2000,43.39473571428568
75,917047102-10-K-19990421.txt,912615,912615,2000,1.339783333333334
76,207797101-10-K-19990324.txt,276209,276209,2000,11.220264682539678
77,577767106-10-K-19991029.txt,319815,319815,2000,15.002500000000017
78,019330109-10-K-19990923.txt,46129,46129,2000,5.860528174603174
79,871851101-10-K-19990329.txt,945114,945114,2000,3.995446031746031
80,871829107-10-K-19990924.txt,96021,96021,2000,13.371346031746034
81,171779309-10-K-19991210.txt,936395,936395,2000,546.3151388888888
82,147195101-10-K-19990430.txt,18061,18061,2000,4.077842460317464
83,835451105-10-K-19991124.txt,868611,868611,2000,5.742649206349207
84,140475104-10-K-19990331.txt,1043000,1043000,2000,3.1023769841269804
85,037833100-10-K-19991222.txt,320193,320193,2000,2.9267376984127
