,filename,CENTRAL INDEX KEY:,symbol,year,close_adjusted
0,74762E102-10-K-20010402.txt,1050915,1050915,2002,8.728928571428572
1,206710204-10-K-2001-09-19.txt,749038,749038,2002,36.25607658730159
2,846819100-10-K-20010322.txt,743238,743238,2002,3.4944444444444445
3,78388J106-10-K-20010402.txt,1034054,1034054,2002,2.5253821428571444
4,871851101-10-K-20010330.txt,945114,945114,2002,1.6893575396825384
5,518439104-10-K-2001-09-17.txt,1001250,1001250,2002,12.500707539682534
6,701354102-10-K-20010402.txt,914139,914139,2002,167.20480158730155
7,371901109-10-K-20010313.txt,355811,355811,2002,5.2964686507936465
8,60740F105-10-K-20010228.txt,911109,911109,2002,9.853903174603174
9,057755100-10-K-20010327.txt,9346,9346,2002,8.356537698412698
10,904677101-10-K-2001-09-21.txt,100726,100726,2002,23.488452380952406
11,032657207-10-K-20011026.txt,6284,6284,2002,38.89144246031747
12,68243Q106-10-K-20011001.txt,1084869,1084869,2002,10.378456349206347
13,671044105-10-K-2001-09-28.txt,1039065,1039065,2002,19.144285714285697
14,14052H506-10-K-20010402.txt,1061630,1061630,2002,17.987689682539674
15,05367P100-10-K-20010326.txt,896841,896841,2002,12.147309523809529
16,835898107-10-K-20010315.txt,823094,823094,2002,9.562145238095242
17,32020R109-10-K-20010329.txt,36029,36029,2002,4.765278174603176
18,91911X104-10-K-20010402.txt,930184,930184,2002,22.580005952380944
19,115660201-10-K-20010313.txt,14803,14803,2002,6.704404761904762
20,556269108-10-K-20010330.txt,913241,913241,2002,3.14025992063492
21,619903107-10-K-20011217.txt,896985,896985,2002,11.519126190476193
22,636180101-10-K-20011217.txt,70145,70145,2002,13.43375119047618
23,87233Q108-10-K-20010329.txt,1075607,1075607,2002,8.62422539682539
24,890110109-10-K-20010402.txt,1005817,1005817,2002,18.303145238095244
25,037347101-10-K-20010329.txt,1047884,1047884,2002,2.182801984126985
26,946760105-10-K-20010417.txt,945983,945983,2002,1.048734126984127
27,774515100-10-K-20010402.txt,895456,895456,2002,5.084770634920635
28,345370860-10-K-20010322.txt,37996,37996,2002,8.879903968253961
29,90337L108-10-K-20010402.txt,885978,885978,2002,13.374115476190472
30,466313103-10-K-20011128.txt,898293,898293,2002,15.99415
31,278878103-10-K-20011029.txt,809933,809933,2002,5.487061111111107
32,756764106-10-K-20010330.txt,1052595,1052595,2002,6.53998015873016
33,313148108-10-K-20010326.txt,845877,845877,2002,25.686090476190483
34,917286106-10-K-20010129.txt,1029800,1029800,2002,4.2395452380952365
35,811699107-10-K-20010430.txt,1019671,1019671,2002,11.776091269841269
36,92220P105-10-K-20011214.txt,203527,203527,2002,18.747856349206344
37,55027E102-10-K-20010330.txt,1033905,1033905,2002,8.314971825396817
38,86737U102-10-K-20010629.txt,96793,96793,2002,3.525833333333334
39,913259107-10-K-20010322.txt,755001,755001,2002,12.073382539682546
40,781270103-10-K-20010215.txt,1094392,1094392,2002,24.46928571428571
41,472319102-10-K-20010330.txt,1084580,1084580,2002,9.542802380952368
42,610236101-10-K-20010626.txt,876427,876427,2002,4.754959523809523
43,023586100-10-K-2001-07-02.txt,4457,4457,2002,11.064630555555565
44,64125C109-10-K-20010330.txt,914475,914475,2002,38.528055555555575
45,037032109-10-K-20010328.txt,1098972,1098972,2002,65.35338095238096
46,337930101-10-K-20010330.txt,1033012,1033012,2002,759.8315293650787
47,976657106-10-K-20010323.txt,783325,783325,2002,7.602507936507942
48,50540R409-10-K-20010309.txt,920148,920148,2002,36.84285753968256
49,156782104-10-K-20010330.txt,804753,804753,2002,5.335301984126986
50,30049R100-10-K-20010323.txt,1052054,1052054,2002,0.5790551587301587
51,895927101-10-K-20010402.txt,30697,30697,2002,4.760586111111112
52,62914B100-10-K-20010402.txt,1065332,1065332,2002,1.6908321428571422
53,G81477104-10-K-2001-09-28.txt,1094005,1094005,2002,2.2896547619047642
54,98156Q108-10-K-2001-07-27.txt,1091907,1091907,2002,5.367071825396827
55,888706108-10-K-20010402.txt,1088825,1088825,2002,17.946801984126992
56,25271C102-10-K-20010308.txt,949039,949039,2002,14.177154365079355
57,29362U104-10-K-20011123.txt,1101302,1101302,2002,11.170072619047618
58,50186A108-10-K-20010402.txt,61004,61004,2002,12.79019841269842
59,312059108-10-K-20010330.txt,1083643,1083643,2002,8.308479365079368
60,42805E108-10-K-20010329.txt,1038133,1038133,2002,6.696556746031744
61,603158106-10-K-20010322.txt,891014,891014,2002,21.667541269841266
62,493144109-10-K-2001-09-12.txt,719733,719733,2002,1.0870619047619043
63,74727A104-10-K-2001-08-29.txt,906465,906465,2002,8.570616269841274
64,74838J101-10-K-20010402.txt,353569,353569,2002,5.2536904761904735
65,44934S107-10-K-20010321.txt,749660,749660,2002,11.294642857142849
66,844741108-10-K-20010126.txt,92380,92380,2002,15.285186507936515
67,251591103-10-K-20010402.txt,894315,894315,2002,9.585334523809523
68,401617105-10-K-20010402.txt,912463,912463,2002,2.0435214285714283
