,filename,CENTRAL INDEX KEY:,index,symbol,year,high,low,close_adjusted_x,close_adjusted_y
0,29266S106-10-K-19980331.txt,1013606,600,1013606,1998,4.982063492,4.661150794,4.804880952,4.130833333
1,15670S105-10-K-19980317.txt,920321,480,920321,1998,26.92412698,26.03611111,139.9112698,110.4019048
2,203900105-10-K-19980331.txt,22701,971,22701,1998,15.22361111,14.84103175,6.606451984,5.316374603
3,552690109-10-K-19980306.txt,67716,1122,67716,1998,30.06857143,29.40115079,5.803875397,5.753111111
4,354613101-10-K-19981224.txt,38777,210,38777,1998,46.74218254,45.15670635,9.820213095,7.726615476
5,632347100-10-K-19980619.txt,69733,1247,69733,1998,4.02627381,3.86293254,2.468930159,2.237488492
6,002444107-10-K-19980611.txt,859163,163,859163,1998,18.48325397,17.85230159,6.326931349,9.747722222
7,451055107-10-K-19980501.txt,857737,889,857737,1998,6.22015873,5.841746032,6.020277778,2.715861905
8,32020R109-10-K-19980327.txt,36029,687,36029,1998,39.61884921,38.92190476,3.534061111,3.011512302
9,680665205-10-K-19980313.txt,74303,1366,74303,1998,38.57551587,37.73698413,9.925337698,6.265399603
10,518439104-10-K-19980911.txt,1001250,599,1001250,1998,64.43825397,62.93099206,12.21977937,17.50890079
11,45254P102-10-K-19980330.txt,1000298,914,1000298,1998,13.3843254,12.80765873,43.52395675,19.37299563
12,637546102-10-K-19980401.txt,865058,1305,865058,1998,16.66142183,16.55527778,5.829916667,4.601230159
13,679580100-10-K-19980311.txt,878927,1353,878927,1998,15.20138889,14.76013889,1.959396429,1.607353571
14,913821302-10-K-19980629.txt,102109,1906,102109,1998,1.054801587,1.02297619,0.584512302,0.829028968
15,948741103-10-K-19980310.txt,828916,1994,828916,1998,43.14301587,42.57357143,5.208041667,5.215060714
16,210502100-10-K-19980310.txt,889609,429,889609,1998,8.863698413,8.281674603,8.558869048,2.211210714
17,619903107-10-K-19981218.txt,896985,519,896985,1998,9.203174603,8.916428571,3.638930952,4.769435317
