,filename,CENTRAL INDEX KEY:,index,symbol,year,high,low,close_adjusted_x,close_adjusted_y
0,025533407-10-K-19990331.txt,742126,637,742126,1999,2.1568849206349183,1.9620984126984098,1.3761468253968268,1.9362384920634927
1,91529Y106-10-K-19990331.txt,5513,2070,5513,1999,45.48912698412689,44.12714285714283,30.352769841269847,15.886488492063489
2,001055102-10-K-19990326.txt,4977,48,4977,1999,48.06480158730157,46.65146825396822,8.256161111111107,19.133532142857145
3,000360206-10-K-19990325.txt,824142,4,824142,1999,12.065210317460332,11.648444444444475,0.8911980158730158,1.6085880952380955
4,384109104-10-K-19990325.txt,42888,847,42888,1999,30.2652777777778,29.607896825396853,2.0205654761904754,2.300336507936506
5,776696106-10-K-19990120.txt,882835,1728,882835,1999,31.179285714285736,30.399523809523853,13.544200793650784,14.270473809523814
6,125906107-10-K-19990325.txt,20629,497,20629,1999,24.607023809523806,24.373888888888906,10.560826190476202,9.405703174603168
7,87538X105-10-K-19990329.txt,909724,1977,909724,1999,0.6254960317460317,0.5956103174603175,0.4705138888888899,0.8592011904761918
8,929328102-10-K-19990331.txt,828944,2191,828944,1999,14.979325396825422,14.676666666666696,4.144740873015871,3.2188269841269848
9,527288104-10-K-19990318.txt,96223,1197,96223,1999,25.51849206349204,25.001904761904804,5.4790380952380895,6.936136507936508
10,00724F101-10-K-19990217.txt,796343,27,796343,1999,75.6927777777777,72.50749999999991,10.749607936507934,29.325513095238094
11,88579Y101-10-K-19990212.txt,66740,1288,66740,1999,88.7404365079365,86.52857142857138,27.22243730158729,30.243177777777767
12,354613101-10-K-19991221.txt,38777,230,38777,1999,35.20916666666667,33.91234126984128,7.726615476190473,8.776184126984132
13,817565104-10-K-19990331.txt,89089,1771,89089,1999,15.853968253968256,15.227857142857149,12.001106746031745,2.5971857142857124
14,002444107-10-K-19990614.txt,859163,178,859163,1999,28.05837301587303,26.93047619047623,9.747722222222228,22.040822222222207
15,731572103-10-K-19990625.txt,1037038,1713,1037038,1999,20.10630952380954,19.41500000000002,16.947404365079354,15.443623809523823
16,26817Q506-10-K-19990331.txt,826675,622,826675,1999,5.696833333333343,5.321226190476197,3.2531706349206333,0.9485293650793652
17,83545G102-10-K-19990331.txt,1043509,1749,1043509,1999,14.554603174603177,13.95869047619047,10.74154166666666,7.728849603174606
18,780287108-10-K-19990928.txt,85535,1703,85535,1999,4.353253968253966,4.181829365079363,3.483184126984133,2.6825388888888906
19,172862104-10-K-19990331.txt,716634,1682,716634,1999,4.000000000000002,3.879761904761902,3.9394047619047625,2.831071428571428
20,636180101-10-K-19991221.txt,70145,1401,70145,1999,46.598452380952345,45.816388888888895,12.111080555555564,14.159603174603165
21,749227104-10-K-19990325.txt,1045425,1667,1045425,1999,11.733095238095267,11.458626984127006,5.339071825396828,18.604247619047626
22,718592108-10-K-19990428.txt,78239,1646,78239,1999,8.279321428571443,7.954940476190492,7.329165873015873,8.558686111111108
23,854305208-10-K-19990205.txt,797465,1889,797465,1999,21.091626984127014,20.54289682539686,5.135878174603173,5.328590079365078
24,03748R101-10-K-19990331.txt,922864,62,922864,1999,39.257103174603145,38.724325396825385,10.157097619047619,13.104896825396821
25,311642102-10-K-19990402.txt,917491,731,917491,1999,4.783468253968255,4.453361111111111,4.609484126984126,3.594309523809521
26,667655104-10-K-19990329.txt,73020,1470,73020,1999,25.055515873015874,24.19218253968254,11.08862817460317,10.937136507936511
27,919794107-10-K-19990304.txt,714310,2128,714310,1999,26.933214285714268,26.46464285714283,3.27529365079365,3.4036829365079377
28,115660201-10-K-19990319.txt,14803,1927,14803,1999,22.07043650793655,21.04880952380955,13.273115079365082,6.361404761904776
29,243537107-10-K-19990331.txt,910521,567,910521,1999,3.0361468253968225,2.8048134920634893,0.9692019841269834,1.3373182539682549
30,580037109-10-K-19990610.txt,708819,1240,708819,1999,22.72250396825399,21.85701587301589,17.261454761904773,1.6276369047619057
31,313747206-10-K-19990319.txt,34903,804,34903,1999,21.658412698412718,21.2050793650794,9.012086111111113,9.593145238095232
32,91359E105-10-K-19990330.txt,798783,2056,798783,1999,18.78623015873017,18.51746031746032,4.503790079365077,4.8691186507936495
33,630077105-10-K-19990331.txt,704532,1375,704532,1999,10.13444444444446,9.534480158730169,9.841869047619063,33.16543650793653
34,371901109-10-K-19990325.txt,355811,864,355811,1999,24.84718253968257,23.591428571428604,4.2825523809523816,4.909232936507942
35,267475101-10-K-19991007.txt,67215,627,67215,1999,43.231547619047575,41.54619047619045,28.21755833333334,44.21324087301582
36,452525306-10-K-19990331.txt,811641,984,811641,1999,1.5246547619047597,1.4306626984126969,1.4813095238095222,3.36960714285714
37,004816104-10-K-19990331.txt,2098,24,2098,1999,1.8224603174603158,1.7590511904761892,1.3721412698412707,2.103732142857143
38,878409101-10-K-19991229.txt,96699,1929,96699,1999,3.365198412698415,3.1232142857142873,2.3509384920634955,2.919859920634924
39,413160102-10-K-19990317.txt,851310,927,851310,1999,63.736269841269724,58.85543650793642,26.52284722222223,51.6377579365079
40,90328M107-10-K-19990331.txt,896264,2088,896264,1999,8.802698412698417,8.261428571428569,2.124900793650794,0.9647718253968256
41,369730106-10-K-19991117.txt,40570,1089,40570,1999,5.144210317460319,4.907071428571432,40.80804761904764,30.58529603174603
42,828730200-10-K-19990325.txt,90498,1788,90498,1999,32.44003968253967,31.769087301587295,4.880964682539685,6.9050464285714295
43,405024100-10-K-19990621.txt,313143,893,313143,1999,19.00674603174605,18.584880952380985,9.402619047619053,11.899285714285721
44,36227K106-10-K-19990330.txt,944480,888,944480,1999,4.488194444444446,4.366428571428571,4.444571428571429,4.0645873015873
45,345370860-10-K-19990317.txt,37996,728,37996,1999,56.386349206349145,54.86111111111102,24.748368650793648,20.940942460317462
46,713448108-10-K-19990324.txt,77476,1565,77476,1999,37.12174603174601,36.10293650793653,23.112195634920624,27.191772619047608
47,318522307-10-K-19990322.txt,36047,423,36047,1999,18.275992063492065,17.448928571428578,4.741686904761908,4.483909523809519
48,831865100-10-K-19990324.txt,91142,111,91142,1999,24.907777777777792,24.363888888888894,2.910309920634921,2.1574611111111106
49,577933104-10-K-19991223.txt,1032220,1289,1032220,1999,30.84535714285717,29.853412698412715,6.770930158730152,6.0874908730158745
50,98974P100-10-K-19990330.txt,855612,2229,855612,1999,35.06253968253969,31.12063492063493,33.100912698412714,36.55661309523809
51,151020104-10-K-19990331.txt,816284,372,816284,1999,24.986349206349228,23.36202380952384,1.010469444444444,6.09628928571429
52,615369105-10-K-19990216.txt,1059556,1231,1059556,1999,24.42230158730159,23.638650793650786,7.14059603174603,7.829280952380952
53,127097103-10-K-19990325.txt,858470,455,858470,1999,16.63341269841272,16.16781746031748,1.2476841269841277,1.5155904761904757
54,904677101-10-K-19990921.txt,100726,2048,100726,1999,14.719206349206328,14.175476190476177,43.304285714285726,31.521428571428533
55,029899101-10-K-19990330.txt,1056903,181,1056903,1999,30.831904761904788,30.116150793650824,5.692014285714285,6.062413888888887
56,866674104-10-K-19990317.txt,912593,1900,912593,1999,33.7995634920635,33.35420634920636,8.35515595238095,8.594868650793645
57,132011107-10-K-19990322.txt,820081,344,820081,1999,26.525396825396854,25.935119047619075,11.527805555555554,17.807388888888898
58,118230101-10-K-19990322.txt,805022,277,805022,1999,27.446190476190505,26.918730158730195,6.519311111111112,8.24030198412699
59,78486Q101-10-K-19990319.txt,719739,1816,719739,1999,25.337579365079378,24.184722222222252,12.418611111111126,39.445277777777754
60,761152107-10-K-19990915.txt,943819,1718,943819,1999,34.35190476190477,32.50146825396825,3.6832031746031726,6.912478968253969
61,144285103-10-K-19990924.txt,17843,485,17843,1999,27.55948412698415,26.841865079365107,8.74686349206349,9.167986904761898
62,320209109-10-K-19990330.txt,708955,758,708955,1999,23.571865079365093,22.711111111111137,10.11971666666666,8.027563492063493
63,349882100-10-K-19990402.txt,883569,795,883569,1999,33.668690476190505,32.048015873015906,11.162996031746037,8.047865873015867
64,500600101-10-K-19990330.txt,771266,1127,771266,1999,32.185476190476216,29.95896825396829,7.857013888888893,28.37843253968253
65,267888105-10-K-19990331.txt,34067,273,34067,1999,3.395579365079363,3.18095238095238,1.4919821428571431,0.636520238095238
66,759930100-10-K-19990331.txt,920052,1674,920052,1999,18.752420634920643,18.01357142857142,5.71266031746032,4.031817857142858
67,82966U103-10-K-19990331.txt,908937,1815,908937,1999,28.859007936507908,27.068015873015852,26.948830555555553,43.39473571428568
68,917047102-10-K-19990421.txt,912615,2076,912615,1999,21.65579365079368,20.669444444444466,2.6440880952380956,1.339783333333334
69,207797101-10-K-19990324.txt,276209,512,276209,1999,28.42043650793652,27.476587301587323,9.909592857142854,11.220264682539678
70,577767106-10-K-19991029.txt,319815,1360,319815,1999,21.880833333333374,20.619805555555576,20.519462698412703,15.002500000000017
71,019330109-10-K-19990923.txt,46129,92,46129,1999,1.7839682539682546,1.6828968253968255,1.634298015873015,5.860528174603174
72,871851101-10-K-19990329.txt,945114,1918,945114,1999,12.728452380952385,12.128730158730153,6.92808968253968,3.995446031746031
73,871829107-10-K-19990924.txt,96021,1919,96021,1999,31.956984126984125,31.121547619047647,9.717467857142859,13.371346031746034
74,147195101-10-K-19990430.txt,18061,318,18061,1999,2.8757142857142837,2.875079365079364,2.0258523809523816,4.077842460317464
75,835451105-10-K-19991124.txt,868611,1851,868611,1999,28.49944444444447,27.47186507936511,5.128114682539679,5.742649206349207
76,140475104-10-K-19990331.txt,1043000,498,1043000,1999,8.98362301587304,8.653337301587321,8.798404761904782,3.1023769841269804
77,037833100-10-K-19991222.txt,320193,5,320193,1999,59.10019841269843,56.30158730158728,1.8143083333333327,2.9267376984127
78,09069N108-10-K-19990331.txt,1014739,246,1014739,1999,2.6262936507936483,2.3889285714285684,2.5027698412698376,2.8676003968253934
79,253798102-10-K-19991229.txt,854775,573,854775,1999,10.599535714285732,9.95731746031748,10.261932539682556,7.965365079365099
80,556269108-10-K-19990329.txt,913241,1802,913241,1999,11.885511904761922,11.265166666666694,1.409232142857143,2.290465476190476
81,237690102-10-K-19990331.txt,351998,551,351998,1999,1.832567460317458,1.6634087301587281,1.7403055555555529,4.083920634920632
82,16411R208-10-K-19990329.txt,3570,1179,3570,1999,1.3427777777777767,1.2190079365079358,2.546507936507934,1.5362896825396817
83,948741103-10-K-19990312.txt,828916,2187,828916,1999,40.427896825396815,39.95833333333335,5.215060714285717,6.267250793650797
84,625383104-10-K-19990624.txt,819220,1142,819220,1999,6.5886309523809565,6.382039682539687,2.5946095238095226,3.1580075396825418
85,043113109-10-K-19990211.txt,863110,135,863110,1999,24.889880952380977,24.307500000000008,5.3420753968254004,5.656828174603175
86,72813P100-10-K-19990324.txt,842699,1652,842699,1999,4.766087301587302,4.51286507936508,34.953939682539676,23.34879325396825
87,45765U103-10-K-19990331.txt,932696,1438,932696,1999,32.17984126984131,30.196507936507977,19.430581349206342,26.791044047619053
88,387328107-10-K-19990331.txt,861459,887,861459,1999,25.58964285714283,24.82162698412697,12.495694047619052,12.667180952380953
