filename,CENTRAL INDEX KEY:
08520F100-10-K-19990326.txt,0000856529
583062104-10-K-19990528.txt,0001032067
072728108-10-K-19990331.txt,0001012127
595137100-10-K-19991227.txt,0000310568
103430104-10-K-19990331.txt,0001015859
025533407-10-K-19990331.txt,0000742126
005313200-10-K-19990301.txt,0000313798
94106L109-10-K-19990331.txt,0000823768
91529Y106-10-K-19990331.txt,0000005513
001055102-10-K-19990326.txt,0000004977
358846103-10-K-19990727.txt,0000890662
000360206-10-K-19990325.txt,0000824142
31583B105-10-K-19991217.txt,0000912219
384109104-10-K-19990325.txt,0000042888
317922409-10-K-19990729.txt,0000852450
208254888-10-K-19991028.txt,0000023503
181512104-10-K-19990928.txt,0000805370
193290103-10-K-19990430.txt,0000769644
64110P107-10-K-19990331.txt,0000840824
892916503-10-K-19990415.txt,0000916485
69344F106-10-K-19990326.txt,0000767920
776696106-10-K-19990120.txt,0000882835
831858204-10-K-19990916.txt,0000851292
89589P106-10-K-19990331.txt,0000947718
125906107-10-K-19990325.txt,0000020629
423402106-10-K-19990329.txt,0000937265
30224P101-10-K-19990326.txt,0001002579
814785309-10-K-19990415.txt,0000318673
87538X105-10-K-19990329.txt,0000909724
90328Q108-10-K-19990331.txt,0000911012
929328102-10-K-19990331.txt,0000828944
441072105-10-K-19990408.txt,0000945980
805468105-10-K-19991105.txt,0001009675
237654207-10-K-19990308.txt,0000026990
036384105-10-K-19990723.txt,0000849433
527288104-10-K-19990318.txt,0000096223
423319102-10-K-19990319.txt,0000046709
45816H101-10-K-19990331.txt,0001007083
731805107-10-K-19990331.txt,0000835405
00724F101-10-K-19990217.txt,0000796343
032092306-10-K-19990326.txt,0000887433
036115103-10-K-19990329.txt,0000874214
35952H106-10-K-19990201.txt,0000886128
293850103-10-K-19990401.txt,0000013547
87426R202-10-K-19990331.txt,0000948545
891511107-10-K-19990928.txt,0000803058
629519109-10-K-19990331.txt,0000072444
88579Y101-10-K-19990212.txt,0000066740
038236105-10-K-19990924.txt,0000912842
354613101-10-K-19991221.txt,0000038777
817565104-10-K-19990331.txt,0000089089
604258103-10-K-19990629.txt,0000724969
829060102-10-K-19990323.txt,0000090588
002444107-10-K-19990614.txt,0000859163
150837409-10-K-19991229.txt,0000725363
740522107-10-K-19990629.txt,0000878543
M47095100-10-K-19990331.txt,0001054836
731572103-10-K-19990625.txt,0001037038
879516102-10-K-19990331.txt,0000832175
26817Q506-10-K-19990331.txt,0000826675
584699102-10-K-19990323.txt,0000873591
784652109-10-K-19991227.txt,0000808220
158520106-10-K-19990129.txt,0000019149
017753104-10-K-19990324.txt,0000003753
83545G102-10-K-19990331.txt,0001043509
189093107-10-K-19990324.txt,0001016006
302908108-10-K-19990324.txt,0000745087
780287108-10-K-19990928.txt,0000085535
172862104-10-K-19990331.txt,0000716634
003712304-10-K-19990224.txt,0000826411
636180101-10-K-19991221.txt,0000070145
749227104-10-K-19990325.txt,0001045425
554053108-10-K-19990329.txt,0000700923
46624E405-10-K-19990216.txt,0000846615
137798104-10-K-19991001.txt,0000930795
15115M101-10-K-19990322.txt,0000805956
14983Y107-10-K-19990331.txt,0001000779
813764305-10-K-19990330.txt,0000851720
279218200-10-K-19990420.txt,0000882259
871630109-10-K-19990331.txt,0001029023
925909103-10-K-19990322.txt,0001051556
718592108-10-K-19990428.txt,0000078239
771497104-10-K-19991217.txt,0000868368
854305208-10-K-19990205.txt,0000797465
904034105-10-K-19990331.txt,0000909791
03748R101-10-K-19990331.txt,0000922864
410768105-10-K-19990331.txt,0000909413
576901102-10-K-19990108.txt,0000837339
500760202-10-K-19990426.txt,0000701974
37939M109-10-K-19991229.txt,0000800055
00760B105-10-K-19990412.txt,0000778426
74838C106-10-K-19990129.txt,0000805305
986632107-10-K-19990331.txt,0001007084
806693107-10-K-19990830.txt,0001022368
139730204-10-K-19990913.txt,0000804188
311642102-10-K-19990402.txt,0000917491
64352U103-10-K-19990329.txt,0001004858
00508X203-10-K-19991206.txt,0000006955
92831R102-10-K-19990618.txt,0000033073
667655104-10-K-19990329.txt,0000073020
919794107-10-K-19990304.txt,0000714310
255153108-10-K-19990330.txt,0000779226
02516B108-10-K-19990326.txt,0000949112
152317103-10-K-19990125.txt,0000877908
115660201-10-K-19990319.txt,0000014803
925811101-10-K-19991229.txt,0000310056
243537107-10-K-19990331.txt,0000910521
379335102-10-K-19990331.txt,0000887941
45810N302-10-K-19990329.txt,0000885988
302051107-10-K-19990629.txt,0000813781
963505102-10-K-19990625.txt,0001044100
582266102-10-K-19990324.txt,0000919943
263572109-10-K-19990928.txt,0000929546
580037109-10-K-19990610.txt,0000708819
615799103-10-K-19990330.txt,0000074691
49455P101-10-K-19990309.txt,0000054502
65332V103-10-K-19990330.txt,0000824169
682411202-10-K-19990428.txt,0000812446
228186102-10-K-19990309.txt,0000905134
94973H108-10-K-19990329.txt,0001013220
29256E109-10-K-19990324.txt,0000944763
313747206-10-K-19990319.txt,0000034903
055921100-10-K-19990628.txt,0000835729
741570105-10-K-19990331.txt,0000911708
G23257101-10-K-19991229.txt,0000945524
09060P102-10-K-19990331.txt,0000747952
25614R105-10-K-19990331.txt,0001016831
863451100-10-K-19990526.txt,0000927760
486665102-10-K-19990331.txt,0000054883
91359E105-10-K-19990330.txt,0000798783
148449309-10-K-19991221.txt,0000709355
25385X109-10-K-19991230.txt,0000805574
76028H100-10-K-19990322.txt,0000897075
653349407-10-K-19990331.txt,0000710976
18725U109-10-K-19990628.txt,0000716646
699157103-10-K-19990331.txt,0000750561
205912108-10-K-19990928.txt,0000201513
020787107-10-K-19990331.txt,0001002132
67065F107-10-K-19990225.txt,0000812488
983085101-10-K-19990830.txt,0000108703
84748Q103-10-K-19990330.txt,0001020897
630077105-10-K-19990331.txt,0000704532
966680407-10-K-19990128.txt,0000106945
311667109-10-K-19990331.txt,0000034645
592907109-10-K-19990415.txt,0001043273
04651M204-10-K-19990629.txt,0001002607
371901109-10-K-19990325.txt,0000355811
267475101-10-K-19991007.txt,0000067215
770292100-10-K-19990311.txt,0000912952
862700101-10-K-19990330.txt,0000911649
045709102-10-K-19990326.txt,0000802967
867323107-10-K-19990331.txt,0000095395
895906105-10-K-19990331.txt,0000047254
74372Y100-10-K-19990312.txt,0000883324
