filename,CENTRAL INDEX KEY:
144418100-10-K-20000327.txt,0000893577
219023108-10-K-20000324.txt,0001046257
74050M105-10-K-20000330.txt,0000887919
903387108-10-K-20000327.txt,0000912899
103304101-10-K-20000330.txt,0000906553
828730200-10-K-20000328.txt,0000090498
253798102-10-K-20001221.txt,0000854775
701081101-10-K-20000322.txt,0000076321
361438104-10-K-20000330.txt,0001060349
057665200-10-K-20000329.txt,0000009326
055482103-10-K-20001218.txt,0000864328
857689103-10-K-20000330.txt,0000898660
294929104-10-K-20000327.txt,0000928423
337907109-10-K-20000314.txt,0000810536
913377107-10-K-20000330.txt,0000709878
923436109-10-K-20000330.txt,0001084408
858603103-10-K-20000331.txt,0000094056
553409103-10-K-20000330.txt,0000924646
29382L100-10-K-20000330.txt,0000897265
502079106-10-K-20000330.txt,0001059562
904571304-10-K-20001227.txt,0000805020
285512109-10-K-20000629.txt,0000712515
233326107-10-K-20000315.txt,0000714603
80218K105-10-K-20000309.txt,0000086772
335832101-10-K-20000322.txt,0001002213
035290105-10-K-20000308.txt,0000052795
09066H104-10-K-20000323.txt,0000860451
934390105-10-K-20000331.txt,0000801351
096081104-10-K-20000928.txt,0000949587
86768K106-10-K-20000330.txt,0001011064
08520F100-10-K-20000328.txt,0000856529
91727P105-10-K-20000310.txt,0000946945
630077105-10-K-20000302.txt,0000704532
449536101-10-K-20000629.txt,0000916304
171116304-10-K-20000330.txt,0000892495
981630106-10-K-20000320.txt,0001072886
72701P105-10-K-20000414.txt,0000942319
490057106-10-K-20000928.txt,0001002811
524651106-10-K-20000517.txt,0000859360
436132203-10-K-20000330.txt,0000888245
44041Y104-10-K-20001113.txt,0000935007
728117201-10-K-20000330.txt,0001072341
904607108-10-K-20000330.txt,0000100716
989207105-10-K-20000309.txt,0000877212
640094108-10-K-20000330.txt,0001057725
922242102-10-K-20001030.txt,0000921366
016557407-10-K-20000330.txt,0000818074
903236107-10-K-20000131.txt,0000102379
829073105-10-K-20000329.txt,0000920371
37184G104-10-K-20000329.txt,0000067532
64114L102-10-K-20001229.txt,0001009386
002451102-10-K-20000329.txt,0000888002
630402105-10-K-20000928.txt,0000069633
377316104-10-K-20000329.txt,0000041719
150837409-10-K-20001227.txt,0000725363
89708P102-10-K-20001219.txt,0001044324
488360108-10-K-20000628.txt,0000887730
465916203-10-K-20000928.txt,0000830404
354613101-10-K-20001207.txt,0000038777
69357C503-10-K-20000330.txt,0001007330
542312103-10-K-20000327.txt,0000791348
784652109-10-K-20001229.txt,0000808220
667280101-10-K-20000328.txt,0001058033
144460102-10-K-20000330.txt,0001018074
561232109-10-K-20000828.txt,0000051396
319383105-10-K-20000321.txt,0000314489
004239109-10-K-20000330.txt,0000899629
894650100-10-K-20000321.txt,0000850429
754730109-10-K-20001222.txt,0000720005
379887102-10-K-20000403.txt,0000746210
69366A100-10-K-20000623.txt,0000920527
761152107-10-K-20000925.txt,0000943819
003654100-10-K-20000623.txt,0000815094
341109007-10-K-20000330.txt,0000357261
423319102-10-K-20000317.txt,0000046709
457030104-10-K-20001220.txt,0000050493
925811101-10-K-20001227.txt,0000310056
61239H107-10-K-20000329.txt,0000930429
204780100-10-K-20000228.txt,0000736291
526872106-10-K-20000328.txt,0000745394
58445P105-10-K-20000330.txt,0000812890
719320103-10-K-20000331.txt,0000921960
05480L101-10-K-20000330.txt,0001055458
514606102-10-K-20000323.txt,0000057528
549486108-10-K-20000623.txt,0000908179
163421100-10-K-20000310.txt,0000911215
62946E106-10-K-20000131.txt,0000915016
51508L103-10-K-20000306.txt,0000908652
55616P104-10-K-20000419.txt,0000794367
532187101-10-K-20000915.txt,0000028626
302747100-10-K-20000225.txt,0000034136
90467L209-10-K-20000629.txt,0000101990
721467108-10-K-20001120.txt,0000802481
261018105-10-K-20000307.txt,0000935063
130222102-10-K-20001013.txt,0000803016
667655104-10-K-20000327.txt,0000073020
783890106-10-K-20000928.txt,0000087744
156683104-10-K-20000330.txt,0000357105
201119104-10-K-20000330.txt,0000910675
759929102-10-K-20000310.txt,0001005501
98157D106-10-K-20000330.txt,0000723527
206708109-10-K-20001229.txt,0001066026
437306103-10-K-20000330.txt,0000923118
853097103-10-K-20000629.txt,0001043505
200903102-10-K-20000330.txt,0001052439
19259L101-10-K-20000629.txt,0001013021
210795209-10-K-20000211.txt,0000319687
302695101-10-K-20000223.txt,0000907649
604312108-10-K-20000329.txt,0000710983
041560202-10-K-20000324.txt,0000778423
141750109-10-K-20000228.txt,0000747201
63935M208-10-K-20001030.txt,0001084750
893247106-10-K-20000330.txt,0000099106
591097100-10-K-20000608.txt,0000795665
43739T104-10-K-20000330.txt,0000835582
238134100-10-K-20000328.txt,0000886530
893934109-10-K-20000921.txt,0000755199
891924102-10-K-20000324.txt,0001029932
206814105-10-K-20000329.txt,0000023304
371901109-10-K-20000317.txt,0000355811
780076105-10-K-20000316.txt,0000085462
87816F107-10-K-20000414.txt,0000860235
83568G104-10-K-20000330.txt,0001055355
232946103-10-K-20000330.txt,0000849778
50212A106-10-K-20000330.txt,0001018332
050757103-10-K-20000202.txt,0000807707
880775101-10-K-20000330.txt,0001052303
989929104-10-K-20000330.txt,0001010788
01923A109-10-K-20001213.txt,0000890634
594087108-10-K-20000428.txt,0000740670
205363104-10-K-20000614.txt,0000023082
876287103-10-K-20000330.txt,0001038217
518415104-10-K-20000330.txt,0000855658
893349837-10-K-20000223.txt,0000278327
878293109-10-K-20001222.txt,0000825411
30224P101-10-K-20000315.txt,0001002579
570762104-10-K-20000329.txt,0001019756
871130100-10-K-20000330.txt,0000768262
457214104-10-K-20000926.txt,0000929547
72583K109-10-K-20000328.txt,0000946144
901314203-10-K-20000324.txt,0001062195
G80550109-10-K-20000330.txt,0000947156
371927104-10-K-20000329.txt,0001022321
268613205-10-K-20000330.txt,0000712843
382588101-10-K-20000425.txt,0000879123
658649702-10-K-20000629.txt,0000839950
429701105-10-K-20000928.txt,0000317551
91913E302-10-K-20000928.txt,0000932352
029654308-10-K-20001026.txt,0001043432
350865101-10-K-20000331.txt,0000058592
682411202-10-K-20000426.txt,0000812446
78442T108-10-K-20000321.txt,0000942138
025353103-10-K-20000316.txt,0001028087
552705105-10-K-20000327.txt,0000318259
760112102-10-K-20001228.txt,0000868725
360921100-10-K-20000328.txt,0000050957
527288104-10-K-20000329.txt,0000096223
51808R107-10-K-20000330.txt,0001020616
744290305-10-K-20000324.txt,0000906337
78464W104-10-K-20000330.txt,0001014041
404217101-10-K-20000726.txt,0001049129
458764107-10-K-20000330.txt,0000873998
957090103-10-K-20000329.txt,0000311094
502424104-10-K-20000330.txt,0001056239
785060104-10-K-20000322.txt,0000835324
149016107-10-K-20001221.txt,0001063085
231914102-10-K-20000518.txt,0001041712
229678107-10-K-20000310.txt,0000912183
320103104-10-K-20000324.txt,0000808246
418398103-10-K-20000330.txt,0000046109
755358108-10-K-20000414.txt,0001023993
495611105-10-K-20000330.txt,0000787690
803893106-10-K-20001222.txt,0000889423
931904106-10-K-20001003.txt,0000705408
868532102-10-K-20000620.txt,0000730000
490553104-10-K-20000627.txt,0000793024
552078107-10-K-20000330.txt,0000842635
225637107-10-K-20000329.txt,0001042138
653520106-10-K-20000324.txt,0001079182
69478X105-10-K-20000403.txt,0001028918
29428R103-10-K-20000928.txt,0000351903
147905103-10-K-20000322.txt,0000908605
683829105-10-K-20000128.txt,0000074697
207797101-10-K-20000313.txt,0000276209
741901201-10-K-20000330.txt,0000318107
37936U104-10-K-20000309.txt,0000946392
583916101-10-K-20000216.txt,0000874255
29247F108-10-K-20000113.txt,0001010305
745769109-10-K-20000324.txt,0001068848
75025N102-10-K-20000330.txt,0000845818
988858106-10-K-20000929.txt,0000109156
422806109-10-K-20000127.txt,0000046619
45810H107-10-K-20001221.txt,0000718130
45169U105-10-K-20000330.txt,0001024732
870756103-10-K-20000322.txt,0000863557
596278101-10-K-20000331.txt,0000769520
784117103-10-K-20000329.txt,0000350894
74460D109-10-K-20000330.txt,0000318380
125010108-10-K-20000915.txt,0000350621
